Cabinet Name,Cabinet Category,Cabinet Sub-Type,SKU,Price,Doors,Drawers,Shelves,Width,Height,Depth
Belmont Blue 2-Drawer Base - 24w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB24-2-RTA,864,0,2,0,24.0in,34.5in,24.0in
Belmont Blue 2-Drawer Base - 30w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB30-2-RTA,924,0,2,0,30.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 12w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB12-RTA,655,0,3,0,12.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 15w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB15-RTA,707,0,3,0,15.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 18w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB18-RTA,776,0,3,0,18.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 21w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB21-RTA,890,0,3,0,21.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 24w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB24-RTA,920,0,3,0,24.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 27w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB27-RTA,948,0,3,0,27.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 30w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB30-RTA,980,0,3,0,30.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 33w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB33-RTA,1035,0,3,0,33.0in,34.5in,24.0in
Belmont Blue 3-Drawer Base - 36w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB36-RTA,1097,0,3,0,36.0in,34.5in,24.0in
Belmont Blue 3-Drawer Vanity - 12w 34½h 21d,Vanity,Vanity Bases,BB-VDB1221-RTA,608,0,3,0,12.0in,34.5in,21.0in
Belmont Blue 3-Drawer Vanity - 15w 34½h 21d,Vanity,Vanity Bases,BB-VDB1521-RTA,663,0,3,0,15.0in,34.5in,21.0in
Belmont Blue 3-Drawer Vanity - 18w 34½h 21d,Vanity,Vanity Bases,BB-VDB1821-RTA,713,0,3,0,18.0in,34.5in,21.0in
Belmont Blue 4-Drawer Base - 15w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB15-4-RTA,1275,0,4,0,15.0in,34.5in,24.0in
Belmont Blue 4-Drawer Base - 18w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB18-4-RTA,1360,0,4,0,18.0in,34.5in,24.0in
Belmont Blue 4-Drawer Base - 21w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,BB-DB21-4-RTA,1550,0,4,0,21.0in,34.5in,24.0in
Belmont Blue Base Cabinet - 12w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B12-RTA,397,1,1,0,12.0in,34.5in,24.0in
Belmont Blue Base Cabinet - 15w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B15-RTA,431,1,1,0,15.0in,34.5in,24.0in
Belmont Blue Base Cabinet - 18w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B18-RTA,461,1,1,0,18.0in,34.5in,24.0in
Belmont Blue Base Cabinet - 21w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B21-RTA,494,1,1,0,21.0in,34.5in,24.0in
Belmont Blue Base Cabinet - 9w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-BF0924-RTA,314,1,0,1,9.0in,34.5in,24.0in
Belmont Blue Bench Seat Base - 24w 16⅞h 24d,Base Cabinet,Storage Benches,BB-DBS24-RTA,638,0,1,0,24.0in,16.875in,24.0in
Belmont Blue Bench Seat Base - 30w 16⅞h 24d,Base Cabinet,Storage Benches,BB-DBS30-RTA,733,0,1,0,30.0in,16.875in,24.0in
Belmont Blue Bench Seat Base - 36w 16⅞h 24d,Base Cabinet,Storage Benches,BB-DBS36-RTA,828,0,1,0,36.0in,16.875in,24.0in
Belmont Blue Blind Corner Base - 33w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,BB-BBC39/42-RTA,633,1,1,1,33.0in,34.5in,24.0in
Belmont Blue Blind Corner Wall - 24w 30h 12d,Wall Cabinet,Corner Kitchen Cabinets,BB-WBC2430-RTA,413,1,0,2,24.0in,30.0in,12.0in
Belmont Blue Blind Corner Wall - 24w 36h 12d,Wall Cabinet,Corner Kitchen Cabinets,BB-WBC2436-RTA,463,1,0,2,24.0in,36.0in,12.0in
Belmont Blue Blind Corner Wall - 24w 42h 12d,Wall Cabinet,Corner Kitchen Cabinets,BB-WBC2442-RTA,605,1,0,2,24.0in,42.0in,12.0in
Belmont Blue Bridge Cabinet - 30w 12h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W3012-RTA,295,2,0,0,30.0in,12.0in,12.0in
Belmont Blue Bridge Cabinet - 33w 12h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W3312-RTA,337,2,0,0,33.0in,12.0in,12.0in
Belmont Blue Bridge Cabinet - 36w 12h 12d,Wall Cabinet,Wall Kitchen Cabinets,BB-W3612-RTA,311,2,0,0,36.0in,12.0in,12.0in
Belmont Blue Deep Bridge Cabinet - 33w 12h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W331227-RTA,404,2,0,0,33.0in,12.0in,27.0in
Belmont Blue Deep Bridge Cabinet - 36w 12h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W361227-RTA,423,2,0,0,36.0in,12.0in,27.0in
Belmont Blue Deep Double Oven Tall - 33w 84h 27d,Tall Cabinet,Oven Cabinets,BB-OC338427D-RTA,1632,2,1,0,33.0in,84.0in,27.0in
Belmont Blue Deep Double Oven Tall Cabinet - 33w 90h 27d,Tall Cabinet,Oven Cabinets,BB-OC339027D-RTA,1708,2,1,0,33.0in,90.0in,27.0in
Belmont Blue Deep Double Oven Tall Cabinet - 33w 96h 27d,Tall Cabinet,Oven Cabinets,BB-OC339627D-RTA,1964,2,1,1,33.0in,96.0in,27.0in
Belmont Blue Deep Double Pantry - 24w 84h 27d,Tall Cabinet,Pantries,BB-TP248427-RTA,1278,4,0,5,24.0in,84.0in,27.0in
Belmont Blue Deep Double Pantry - 24w 90h 27d,Tall Cabinet,Pantries,BB-TP249027-RTA,1327,4,0,5,24.0in,90.0in,27.0in
Belmont Blue Deep Double Pantry - 24w 96h 27d,Tall Cabinet,Pantries,BB-TP249627-RTA,1494,4,0,6,24.0in,96.0in,27.0in
Belmont Blue Deep Double Pantry - 30w 84h 27d,Tall Cabinet,Pantries,BB-TP308427-RTA,1516,4,0,5,30.0in,84.0in,27.0in
Belmont Blue Deep Double Pantry - 30w 90h 27d,Tall Cabinet,Pantries,BB-TP309027-RTA,1617,4,0,5,30.0in,90.0in,27.0in
Belmont Blue Deep Double Pantry - 30w 96h 27d,Tall Cabinet,Pantries,BB-TP309627-RTA,1780,4,0,6,30.0in,96.0in,27.0in
Belmont Blue Deep Mid-Height Wall - 33w 18h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W331827-RTA,478,2,0,0,33.0in,18.0in,27.0in
Belmont Blue Deep Mid-Height Wall - 36w 18h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W361827-RTA,451,2,0,0,36.0in,18.0in,27.0in
Belmont Blue Deep Oven-Microwave Tall - 33w 84h 27d,Tall Cabinet,Oven Cabinets,BB-OC338427C-RTA,1632,2,2,0,33.0in,84.0in,27.0in
Belmont Blue Deep Single Oven Tall - 33w 84h 27d,Tall Cabinet,Oven Cabinets,BB-OC338427-RTA,1632,2,3,0,33.0in,84.0in,27.0in
Belmont Blue Deep Single Oven Tall Cabinet - 33w 90h 27d,Tall Cabinet,Oven Cabinets,BB-OC339027-RTA,1708,2,3,0,33.0in,90.0in,27.0in
Belmont Blue Deep Single Oven Tall Cabinet - 33w 96h 27d,Tall Cabinet,Oven Cabinets,BB-OC339627-RTA,1964,2,3,1,33.0in,96.0in,27.0in
Belmont Blue Deep Tall Pantry - 18w 84h 27d,Tall Cabinet,Pantries,BB-TP188427-RTA,1019,2,0,5,18.0in,84.0in,27.0in
Belmont Blue Deep Tall Pantry - 18w 90h 27d,Tall Cabinet,Pantries,BB-TP189027-RTA,1077,2,0,5,18.0in,90.0in,27.0in
Belmont Blue Deep Tall Pantry - 18w 96h 27d,Tall Cabinet,Pantries,BB-TP189627-RTA,1265,2,0,6,18.0in,96.0in,27.0in
Belmont Blue Deep Wall Cabinet - 30w 15h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W301527-RTA,429,2,0,0,30.0in,15.0in,27.0in
Belmont Blue Deep Wall Cabinet - 30w 18h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W301827-RTA,448,2,0,0,30.0in,18.0in,27.0in
Belmont Blue Deep Wall Cabinet - 30w 24h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W302427-RTA,544,2,0,1,30.0in,24.0in,27.0in
Belmont Blue Deep Wall Cabinet - 33w 15h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W331527-RTA,494,2,0,0,33.0in,15.0in,27.0in
Belmont Blue Deep Wall Cabinet - 33w 24h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W332427-RTA,535,2,0,1,33.0in,24.0in,27.0in
Belmont Blue Deep Wall Cabinet - 36w 15h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W361527-RTA,537,2,0,0,36.0in,15.0in,27.0in
Belmont Blue Deep Wall Cabinet - 36w 24h 27d,Wall Cabinet,Wall Kitchen Cabinets,BB-W362427-RTA,573,2,0,1,36.0in,24.0in,27.0in
Belmont Blue Diagonal Corner Base - 24w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-BEC24-RTA,800,2,0,1,24.0in,34.5in,24.0in
Belmont Blue Diagonal Corner Sink Base - 18w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,BB-DSB36-RTA,866,1,0,1,18.0in,34.5in,24.0in
Belmont Blue Diagonal Corner Wall - 18w 30h 24d,Wall Cabinet,Corner Kitchen Cabinets,BB-WDC2430-RTA,516,1,0,2,18.0in,30.0in,24.0in
Belmont Blue Diagonal Corner Wall - 18w 36h 24d,Wall Cabinet,Corner Kitchen Cabinets,BB-WDC2436-RTA,615,1,0,2,18.0in,36.0in,24.0in
Belmont Blue Diagonal Corner Wall - 18w 42h 24d,Wall Cabinet,Corner Kitchen Cabinets,BB-WDC2442-RTA,664,1,0,3,18.0in,42.0in,24.0in
Belmont Blue Diagonal Corner Wall Cabinet with Glass Door - 18w 30h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,BB-PGDWDC2430-RTA,915,1,0,2,18.0in,30.0in,24.0in
Belmont Blue Diagonal Corner Wall Cabinet with Glass Door - 18w 36h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,BB-PGDWDC2436-RTA,999,1,0,2,18.0in,36.0in,24.0in
Belmont Blue Diagonal Corner Wall Cabinet with Glass Door - 18w 42h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,BB-PGDWDC2442-RTA,1072,1,0,3,18.0in,42.0in,24.0in
Belmont Blue Diagonal Corner Wall Cabinet with Glass Door - 24w 15h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,BB-PGDWDC2415-RTA,977,1,0,0,24.0in,15.0in,24.0in
Belmont Blue Double Base Cabinet - 24w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-BF2424-RTA,512,2,0,1,24.0in,34.5in,24.0in
Belmont Blue Double Base Cabinet - 27w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B27-RTA,572,2,1,1,27.0in,34.5in,24.0in
Belmont Blue Double Base Cabinet - 30w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B30-RTA,615,2,1,1,30.0in,34.5in,24.0in
Belmont Blue Double Base Cabinet - 33w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B33-RTA,648,2,1,1,33.0in,34.5in,24.0in
Belmont Blue Double Base Cabinet - 36w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B36-RTA,683,2,1,1,36.0in,34.5in,24.0in
Belmont Blue Double Door Base - 24w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,BB-B24-RTA,548,2,1,1,24.0in,34.5in,24.0in
Belmont Blue Double Door Vanity Base - 24w 34½h 21d,Vanity,Vanity Bases,BB-VB2421-RTA,598,2,1,1,24.0in,34.5in,21.0in
