Cabinet Name,Cabinet Category,Cabinet Sub-Type,SKU,Price,Doors,Drawers,Shelves,Width,Height,Depth
Seaport Natural 3-Drawer Vanity - 12w 34½h 21d,Vanity,Vanity Bases,SN-VDB1221-RTA,608,0,3,0,12.0in,34.5in,21.0in
Seaport Natural 3-Drawer Vanity - 15w 34½h 21d,Vanity,Vanity Bases,SN-VDB1521-RTA,663,0,3,0,15.0in,34.5in,21.0in
Seaport Natural 3-Drawer Vanity - 18w 34½h 21d,Vanity,Vanity Bases,SN-VDB1821-RTA,713,0,3,0,18.0in,34.5in,21.0in
Seaport Natural 4-Drawer Base - 15w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,SN-DB15-4-RTA,1275,0,4,0,15.0in,34.5in,24.0in
Seaport Natural 4-Drawer Base - 18w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,SN-DB18-4-RTA,1360,0,4,0,18.0in,34.5in,24.0in
Seaport Natural 4-Drawer Base - 21w 34½h 24d,Base Cabinet,Drawer Base Kitchen Cabinets,SN-DB21-4-RTA,1550,0,4,0,21.0in,34.5in,24.0in
Seaport Natural Base Cabinet - 12w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B12-RTA,397,1,1,0,12.0in,34.5in,24.0in
Seaport Natural Base Cabinet - 15w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B15-RTA,431,1,1,0,15.0in,34.5in,24.0in
Seaport Natural Base Cabinet - 18w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B18-RTA,461,1,1,0,18.0in,34.5in,24.0in
Seaport Natural Base Cabinet - 21w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B21-RTA,494,1,1,0,21.0in,34.5in,24.0in
Seaport Natural Base Cabinet - 9w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF0924-RTA,314,1,0,1,9.0in,34.5in,24.0in
Seaport Natural Bench Seat Base - 24w 16⅞h 24d,Base Cabinet,Storage Benches,SN-DBS24-RTA,638,0,1,0,24.0in,16.875in,24.0in
Seaport Natural Bench Seat Base - 30w 16⅞h 24d,Base Cabinet,Storage Benches,SN-DBS30-RTA,733,0,1,0,30.0in,16.875in,24.0in
Seaport Natural Bench Seat Base - 36w 16⅞h 24d,Base Cabinet,Storage Benches,SN-DBS36-RTA,828,0,1,0,36.0in,16.875in,24.0in
Seaport Natural Blind Corner Base - 33w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-BBC39/42-RTA,633,1,1,1,33.0in,34.5in,24.0in
Seaport Natural Blind Corner Wall - 24w 30h 12d,Wall Cabinet,Corner Kitchen Cabinets,SN-WBC2430-RTA,413,1,0,2,24.0in,30.0in,12.0in
Seaport Natural Blind Corner Wall - 24w 36h 12d,Wall Cabinet,Corner Kitchen Cabinets,SN-WBC2436-RTA,463,1,0,2,24.0in,36.0in,12.0in
Seaport Natural Blind Corner Wall - 24w 42h 12d,Wall Cabinet,Corner Kitchen Cabinets,SN-WBC2442-RTA,605,1,0,2,24.0in,42.0in,12.0in
Seaport Natural Bridge Cabinet - 30w 12h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3012-RTA,295,2,0,0,30.0in,12.0in,12.0in
Seaport Natural Bridge Cabinet - 33w 12h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3312-RTA,337,2,0,0,33.0in,12.0in,12.0in
Seaport Natural Bridge Cabinet - 36w 12h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3612-RTA,311,2,0,0,36.0in,12.0in,12.0in
Seaport Natural Deep Bridge Cabinet - 33w 12h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W331224-RTA,404,2,0,0,33.0in,12.0in,24.0in
Seaport Natural Deep Bridge Cabinet - 36w 12h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W361224-RTA,423,2,0,0,36.0in,12.0in,24.0in
Seaport Natural Deep Mid-Height Wall - 30w 18h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W301824-RTA,448,2,0,0,30.0in,18.0in,24.0in
Seaport Natural Deep Mid-Height Wall - 33w 18h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W331824-RTA,478,2,0,0,33.0in,18.0in,24.0in
Seaport Natural Deep Mid-Height Wall - 36w 18h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W361824-RTA,451,2,0,0,36.0in,18.0in,24.0in
Seaport Natural Deep Wall Cabinet - 30w 15h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W301524-RTA,429,2,0,0,30.0in,15.0in,24.0in
Seaport Natural Deep Wall Cabinet - 30w 24h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W302424-RTA,544,2,0,1,30.0in,24.0in,24.0in
Seaport Natural Deep Wall Cabinet - 33w 15h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W331524-RTA,494,2,0,0,33.0in,15.0in,24.0in
Seaport Natural Deep Wall Cabinet - 33w 24h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W332424-RTA,535,2,0,1,33.0in,24.0in,24.0in
Seaport Natural Deep Wall Cabinet - 36w 15h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W361524-RTA,537,2,0,0,36.0in,15.0in,24.0in
Seaport Natural Deep Wall Cabinet - 36w 24h 24d,Wall Cabinet,Wall Kitchen Cabinets,SN-W362424-RTA,573,2,0,1,36.0in,24.0in,24.0in
Seaport Natural Diagonal Corner Base - 24w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BEC24-RTA,800,2,0,1,24.0in,34.5in,24.0in
Seaport Natural Diagonal Corner Sink Base - 18w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-DSB36-RTA,866,1,0,1,18.0in,34.5in,24.0in
Seaport Natural Diagonal Corner Wall - 18w 30h 24d,Wall Cabinet,Corner Kitchen Cabinets,SN-WDC2430-RTA,516,1,0,2,18.0in,30.0in,24.0in
Seaport Natural Diagonal Corner Wall - 18w 36h 24d,Wall Cabinet,Corner Kitchen Cabinets,SN-WDC2436-RTA,615,1,0,2,18.0in,36.0in,24.0in
Seaport Natural Diagonal Corner Wall - 18w 42h 24d,Wall Cabinet,Corner Kitchen Cabinets,SN-WDC2442-RTA,664,1,0,3,18.0in,42.0in,24.0in
Seaport Natural Diagonal Corner Wall Cabinet with Glass Door - 18w 30h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,SN-PGDWDC2430-RTA,915,1,0,2,18.0in,30.0in,24.0in
Seaport Natural Diagonal Corner Wall Cabinet with Glass Door - 18w 36h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,SN-PGDWDC2436-RTA,999,1,0,2,18.0in,36.0in,24.0in
Seaport Natural Diagonal Corner Wall Cabinet with Glass Door - 18w 42h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,SN-PGDWDC2442-RTA,1072,1,0,3,18.0in,42.0in,24.0in
Seaport Natural Diagonal Corner Wall Cabinet with Glass Door - 24w 15h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,SN-PGDWDC2415-RTA,977,1,0,0,24.0in,15.0in,24.0in
Seaport Natural Double Base Cabinet - 24w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF2424-RTA,512,2,0,1,24.0in,34.5in,24.0in
Seaport Natural Double Base Cabinet - 27w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B27-RTA,572,2,1,1,27.0in,34.5in,24.0in
Seaport Natural Double Base Cabinet - 30w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B30-RTA,615,2,1,1,30.0in,34.5in,24.0in
Seaport Natural Double Base Cabinet - 33w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B33-RTA,648,2,1,1,33.0in,34.5in,24.0in
Seaport Natural Double Base Cabinet - 36w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B36-RTA,683,2,1,1,36.0in,34.5in,24.0in
Seaport Natural Double Door Base - 24w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-B24-RTA,548,2,1,1,24.0in,34.5in,24.0in
Seaport Natural Double Door Vanity Base - 24w 34½h 21d,Vanity,Vanity Bases,SN-VB2421-RTA,598,2,1,1,24.0in,34.5in,21.0in
Seaport Natural Double Door Vanity Base - 30w 34½h 21d,Vanity,Vanity Bases,SN-VB3021-RTA,665,2,1,1,30.0in,34.5in,21.0in
Seaport Natural Double Door Wall - 30w 15h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3015-RTA,311,2,0,0,30.0in,15.0in,12.0in
Seaport Natural Double Door Wall - 33w 15h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3315-RTA,337,2,0,0,33.0in,15.0in,12.0in
Seaport Natural Double Door Wall - 36w 15h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3615-RTA,355,2,0,0,36.0in,15.0in,12.0in
Seaport Natural Double Oven Tall Cabinet - 33w 84h 24d,Tall Cabinet,Oven Cabinets,SN-OC338424D-RTA,1632,2,1,0,33.0in,84.0in,24.0in
Seaport Natural Double Oven Tall Cabinet - 33w 90h 24d,Tall Cabinet,Oven Cabinets,SN-OC339024D-RTA,1708,2,1,0,33.0in,90.0in,24.0in
Seaport Natural Double Oven Tall Cabinet - 33w 96h 24d,Tall Cabinet,Oven Cabinets,SN-OC339624D-RTA,1964,2,1,1,33.0in,96.0in,24.0in
Seaport Natural Double Tall Pantry - 24w 84h 24d,Tall Cabinet,Pantries,SN-TP248424-RTA,1278,4,0,5,24.0in,84.0in,24.0in
Seaport Natural Double Tall Pantry - 24w 90h 24d,Tall Cabinet,Pantries,SN-TP249024-RTA,1327,4,0,5,24.0in,90.0in,24.0in
Seaport Natural Double Tall Pantry - 24w 96h 24d,Tall Cabinet,Pantries,SN-TP249624-RTA,1494,4,0,6,24.0in,96.0in,24.0in
Seaport Natural Double Tall Pantry - 30w 84h 24d,Tall Cabinet,Pantries,SN-TP308424-RTA,1516,4,0,5,30.0in,84.0in,24.0in
Seaport Natural Double Tall Pantry - 30w 90h 24d,Tall Cabinet,Pantries,SN-TP309024-RTA,1617,4,0,5,30.0in,90.0in,24.0in
Seaport Natural Double Tall Pantry - 30w 96h 24d,Tall Cabinet,Pantries,SN-TP309624-RTA,1780,4,0,6,30.0in,96.0in,24.0in
Seaport Natural Double Trash Pull-Out Base - 21w 34½h 24d,Base Cabinet,Pull-Out Trash Cans,SN-B21TR-RTA,1030,0,2,0,21.0in,34.5in,24.0in
Seaport Natural Double Vanity Sink & Drawer - 60w 34½h 21d,Vanity,Vanity Bases,SN-VSD6021 DOUBLE-RTA,1083,4,3,0,60.0in,34.5in,21.0in
Seaport Natural Easy-Reach Corner Base - 33w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-ERCB33-RTA,984,1,0,0,33.0in,34.5in,24.0in
Seaport Natural Extended Blind Corner Base - 39w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-BBC42/45-RTA,695,1,1,1,39.0in,34.5in,24.0in
Seaport Natural Extra-Tall Slim Wall - 9w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W0942-RTA,322,1,0,3,9.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 12w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W1242-RTA,341,1,0,3,12.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 15w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W1542-RTA,386,1,0,3,15.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 18w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W1842-RTA,433,1,0,3,18.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 21w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2142-RTA,466,1,0,3,21.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 24w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2442-RTA,545,2,0,3,24.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 27w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2742-RTA,582,2,0,3,27.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 30w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3042-RTA,621,2,0,3,30.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 33w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3342-RTA,653,2,0,3,33.0in,42.0in,12.0in
Seaport Natural Extra-Tall Wall Cabinet - 36w 42h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3642-RTA,709,2,0,3,36.0in,42.0in,12.0in
Seaport Natural Farm Sink Base - 33w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-FS33-RTA,681,2,0,0,33.0in,34.5in,24.0in
Seaport Natural Farm Sink Base - 36w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-FS36-RTA,699,2,0,0,36.0in,34.5in,24.0in
Seaport Natural Full-Height Base Cabinet - 12w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF1224-RTA,389,1,0,1,12.0in,34.5in,24.0in
Seaport Natural Full-Height Base Cabinet - 15w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF1524-RTA,420,1,0,1,15.0in,34.5in,24.0in
Seaport Natural Full-Height Base Cabinet - 18w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF1824-RTA,451,1,0,1,18.0in,34.5in,24.0in
Seaport Natural Full-Height Base Cabinet - 21w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF2124-RTA,482,1,0,1,21.0in,34.5in,24.0in
Seaport Natural Full-Height Double Base - 27w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF2724-RTA,543,2,0,1,27.0in,34.5in,24.0in
Seaport Natural Full-Height Double Base - 30w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF3024-RTA,574,2,0,1,30.0in,34.5in,24.0in
Seaport Natural Full-Height Double Base - 33w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF3324-RTA,605,2,0,1,33.0in,34.5in,24.0in
Seaport Natural Full-Height Double Base - 36w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF3624-RTA,636,2,0,1,36.0in,34.5in,24.0in
Seaport Natural Full-Height Double Vanity - 24w 34½h 21d,Vanity,Vanity Bases,SN-VBF2421-RTA,512,2,0,1,24.0in,34.5in,21.0in
Seaport Natural Full-Height Double Vanity - 27w 34½h 21d,Vanity,Vanity Bases,SN-VBF2721-RTA,543,2,0,1,27.0in,34.5in,21.0in
Seaport Natural Full-Height Double Vanity - 30w 34½h 21d,Vanity,Vanity Bases,SN-VBF3021-RTA,574,2,0,1,30.0in,34.5in,21.0in
Seaport Natural Full-Height Double Vanity - 33w 34½h 21d,Vanity,Vanity Bases,SN-VBF3321-RTA,605,2,0,1,33.0in,34.5in,21.0in
Seaport Natural Full-Height Double Vanity - 36w 34½h 21d,Vanity,Vanity Bases,SN-VBF3621-RTA,636,2,0,1,36.0in,34.5in,21.0in
Seaport Natural Full-Height Vanity - 15w 34½h 21d,Vanity,Vanity Bases,SN-VBF1521-RTA,420,1,0,1,15.0in,34.5in,21.0in
Seaport Natural Full-Height Vanity - 18w 34½h 21d,Vanity,Vanity Bases,SN-VBF1821-RTA,451,1,0,1,18.0in,34.5in,21.0in
Seaport Natural Full-Height Vanity - 21w 34½h 21d,Vanity,Vanity Bases,SN-VBF2121-RTA,482,1,0,1,21.0in,34.5in,21.0in
Seaport Natural Lattice Wine Rack - 30w 15h 12d,Cabinet Organizer,Kitchen Cabinet Organizers,SN-WR3015-RTA,384,0,0,0,30.0in,15.0in,12.0in
Seaport Natural Lazy Susan Corner Base - 33w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-LSB33-RTA,1034,1,0,0,33.0in,34.5in,24.0in
Seaport Natural Lazy Susan Corner Base - 36w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-LSB36-RTA,1071,1,0,0,36.0in,34.5in,24.0in
Seaport Natural Microwave Base - 30w 34½h 24d,Base Cabinet,Microwave Cabinets,SN-BMC30-RTA,638,0,1,0,30.0in,34.5in,24.0in
Seaport Natural Microwave Wall Cabinet - 30w 30h 12d,Wall Cabinet,Microwave Cabinets,SN-WM3030-RTA,543,2,0,0,30.0in,30.0in,12.0in
Seaport Natural Microwave Wall Cabinet - 30w 36h 12d,Wall Cabinet,Microwave Cabinets,SN-WM3036-RTA,590,2,0,0,30.0in,36.0in,12.0in
Seaport Natural Microwave Wall Cabinet - 30w 42h 12d,Wall Cabinet,Microwave Cabinets,SN-WM3042-RTA,651,2,0,1,30.0in,42.0in,12.0in
Seaport Natural Mid-Height Wall Cabinet - 30w 18h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3018-RTA,335,2,0,0,30.0in,18.0in,12.0in
Seaport Natural Mid-Height Wall Cabinet - 33w 18h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3318-RTA,373,2,0,0,33.0in,18.0in,12.0in
Seaport Natural Mid-Height Wall Cabinet - 36w 18h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3618-RTA,381,2,0,0,36.0in,18.0in,12.0in
Seaport Natural No-Shelf Wall Cabinet - 30w 21h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3021-RTA,380,2,0,0,30.0in,21.0in,12.0in
Seaport Natural Open End Base - 12w 34½h 24d,Base Cabinet,Open Shelves,SN-BES12-RTA,411,0,0,2,12.0in,34.5in,24.0in
Seaport Natural Open Wall Cabinet - 12w 30h 12d,Wall Cabinet,Open Shelves,SN-OE1230-RTA,156,0,0,2,12.0in,30.0in,12.0in
Seaport Natural Open Wall Cabinet - 12w 36h 12d,Wall Cabinet,Open Shelves,SN-OE1236-RTA,171,0,0,2,12.0in,36.0in,12.0in
Seaport Natural Open Wall Cabinet - 12w 42h 12d,Wall Cabinet,Open Shelves,SN-OE1242-RTA,216,0,0,3,12.0in,42.0in,12.0in
Seaport Natural Oven-Microwave Tall Cabinet - 33w 84h 24d,Tall Cabinet,Oven Cabinets,SN-OC338424C-RTA,1632,2,2,0,33.0in,84.0in,24.0in
Seaport Natural Oven-Microwave Tall Cabinet - 33w 90h 24d,Tall Cabinet,Oven Cabinets,SN-OC339024C-RTA,1708,2,2,0,33.0in,90.0in,24.0in
Seaport Natural Oven-Microwave Tall Cabinet - 33w 96h 24d,Tall Cabinet,Oven Cabinets,SN-OC339624C-RTA,1964,2,2,1,33.0in,96.0in,24.0in
Seaport Natural Pie-Cut Corner Wall - 24w 30h 24d,Wall Cabinet,Corner Kitchen Cabinets,SN-WPC2430-RTA,750,1,0,2,24.0in,30.0in,24.0in
Seaport Natural Pie-Cut Corner Wall - 24w 36h 24d,Wall Cabinet,Corner Kitchen Cabinets,SN-WPC2436-RTA,825,1,0,2,24.0in,36.0in,24.0in
Seaport Natural Pie-Cut Corner Wall - 24w 42h 24d,Wall Cabinet,Corner Kitchen Cabinets,SN-WPC2442-RTA,932,1,0,3,24.0in,42.0in,24.0in
Seaport Natural Pie-Cut Corner Wall Cabinet with Glass Door - 24w 15h 24d,Wall Cabinet,Glass-Front Kitchen Cabinets,SN-PGDWPC2415-RTA,921,1,0,0,24.0in,15.0in,24.0in
Seaport Natural Single Oven Tall Cabinet - 33w 84h 24d,Tall Cabinet,Oven Cabinets,SN-OC338424-RTA,1632,2,3,0,33.0in,84.0in,24.0in
Seaport Natural Single Oven Tall Cabinet - 33w 90h 24d,Tall Cabinet,Oven Cabinets,SN-OC339024-RTA,1708,2,3,0,33.0in,90.0in,24.0in
Seaport Natural Single Oven Tall Cabinet - 33w 96h 24d,Tall Cabinet,Oven Cabinets,SN-OC339624-RTA,1964,2,3,1,33.0in,96.0in,24.0in
Seaport Natural Single Vanity Sink & Drawer - 60w 34½h 21d,Vanity,Vanity Bases,SN-VSD6021 SINGLE-RTA,1392,2,6,0,60.0in,34.5in,21.0in
Seaport Natural Sink Base - 24w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-SB24-RTA,445,2,0,0,24.0in,34.5in,24.0in
Seaport Natural Sink Base - 27w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-SB27-RTA,495,2,0,0,27.0in,34.5in,24.0in
Seaport Natural Sink Base - 30w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-SB30-RTA,533,2,0,0,30.0in,34.5in,24.0in
Seaport Natural Sink Base - 33w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-SB33-RTA,573,2,0,0,33.0in,34.5in,24.0in
Seaport Natural Sink Base - 36w 34½h 24d,Base Cabinet,Sink Base Cabinets,SN-SB36-RTA,609,2,0,0,36.0in,34.5in,24.0in
Seaport Natural Slim Tall Wall Cabinet - 9w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W0936-RTA,288,1,0,2,9.0in,36.0in,12.0in
Seaport Natural Spice Pull-Out - 6w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF06-PO-RTA,462,0,1,0,6.0in,34.5in,24.0in
Seaport Natural Spice Pull-Out Base - 9w 34½h 24d,Base Cabinet,Base Kitchen Cabinets,SN-BF09-PO-RTA,482,0,1,0,9.0in,34.5in,24.0in
Seaport Natural Stackable Wine Rack - 15w 15h 12d,Cabinet Organizer,Kitchen Cabinet Organizers,SN-WR1515-RTA,288,0,0,0,15.0in,15.0in,12.0in
Seaport Natural Stackable Wine Rack - 18w 18h 12d,Cabinet Organizer,Kitchen Cabinet Organizers,SN-WR1818-RTA,365,0,0,0,18.0in,18.0in,12.0in
Seaport Natural Standard Height Wall - 30w 24h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3024-RTA,393,2,0,1,30.0in,24.0in,12.0in
Seaport Natural Standard Height Wall - 33w 24h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3324-RTA,415,2,0,1,33.0in,24.0in,12.0in
Seaport Natural Standard Height Wall - 36w 24h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3624-RTA,427,2,0,1,36.0in,24.0in,12.0in
Seaport Natural Standard Wall Cabinet - 24w 30h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2430-RTA,421,2,0,2,24.0in,30.0in,12.0in
Seaport Natural Standard Wall Cabinet - 27w 30h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2730-RTA,433,2,0,2,27.0in,30.0in,12.0in
Seaport Natural Standard Wall Cabinet - 30w 30h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3030-RTA,463,2,0,2,30.0in,30.0in,12.0in
Seaport Natural Standard Wall Cabinet - 33w 30h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3330-RTA,504,2,0,2,33.0in,30.0in,12.0in
Seaport Natural Standard Wall Cabinet - 36w 30h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3630-RTA,534,2,0,2,36.0in,30.0in,12.0in
Seaport Natural Tall Pantry - 18w 84h 24d,Tall Cabinet,Pantries,SN-TP188424-RTA,1019,2,0,5,18.0in,84.0in,24.0in
Seaport Natural Tall Pantry - 18w 90h 24d,Tall Cabinet,Pantries,SN-TP189024-RTA,1077,2,0,5,18.0in,90.0in,24.0in
Seaport Natural Tall Pantry - 18w 96h 24d,Tall Cabinet,Pantries,SN-TP189624-RTA,1265,2,0,6,18.0in,96.0in,24.0in
Seaport Natural Tall Wall Cabinet - 12w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W1236-RTA,331,1,0,2,12.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 15w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W1536-RTA,354,1,0,2,15.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 18w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W1836-RTA,400,1,0,2,18.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 21w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2136-RTA,420,1,0,2,21.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 24w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2436-RTA,493,2,0,2,24.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 27w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W2736-RTA,521,2,0,2,27.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 30w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3036-RTA,550,2,0,2,30.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 33w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3336-RTA,578,2,0,2,33.0in,36.0in,12.0in
Seaport Natural Tall Wall Cabinet - 36w 36h 12d,Wall Cabinet,Wall Kitchen Cabinets,SN-W3636-RTA,607,2,0,2,36.0in,36.0in,12.0in
Seaport Natural Trash Pull-Out Base - 15w 34½h 24d,Base Cabinet,Pull-Out Trash Cans,SN-B15TR-RTA,929,0,2,0,15.0in,34.5in,24.0in
Seaport Natural Trash Pull-Out Base - 18w 34½h 24d,Base Cabinet,Pull-Out Trash Cans,SN-B18TR-RTA,992,0,2,0,18.0in,34.5in,24.0in
Seaport Natural Tray Divider Base - 12w 34½h 24d,Base Cabinet,Corner Kitchen Cabinets,SN-BT12-RTA,536,1,0,1,12.0in,34.5in,24.0in
